,tconst,title,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes
14894,tt0489099,Jumper,0,2008,88,"Action,Adventure,Sci-Fi",6.1,301628
14895,tt0489235,My Name Is Bruce,0,2007,84,"Comedy,Fantasy,Horror",6.2,24381
14896,tt0489237,Le journal d'une baby-sitter,0,2007,106,"Comedy,Drama,Romance",6.2,58955
14897,tt0489270,Saw 3,0,2006,108,"Crime,Horror,Mystery",6.2,190044
14898,tt0489281,Stop-Loss,0,2008,112,"Drama,War",6.4,20292
14899,tt0489458,L'odeur du siphon,0,2006,112,"Comedy,Drama",7.3,5091
14900,tt0489664,Le chantage,0,2007,95,"Crime,Drama,Thriller",6.6,31857
14901,tt0490076,Tous les garçons aiment Mandy Lane,0,2006,90,"Horror,Mystery,Thriller",5.5,32624
14904,tt0490084,A la recherche de l'homme parfait,0,2007,102,"Comedy,Romance",5.6,38469
14905,tt0490086,Le Grand Stan,0,2007,105,"Action,Comedy",6.1,44086
14906,tt0490166,London to Brighton,0,2006,85,"Crime,Drama,Thriller",6.9,8414
14907,tt0490181,The Mutant Chronicles,0,2008,111,"Action,Adventure,Mystery",5.2,26325
14909,tt0490204,À coeur ouvert,0,2007,124,Drama,7.4,95560
14910,tt0490215,Silence,0,2016,161,"Drama,History",7.1,109998
14911,tt0490234,Un secret,0,2007,105,"Drama,War",6.8,3114
14912,tt0490377,Lettre pour le roi,0,2008,110,Adventure,5.9,1413
14914,tt0491005,Kaw,0,2007,85,"Horror,Sci-Fi,Thriller",4.3,2444
14916,tt0491044,Sparrow,0,2008,87,"Drama,Romance",6.7,2865
14917,tt0491109,Just You,0,2007,103,"Comedy,Drama,Romance",6.4,3275
14918,tt0491152,Duo à trois,0,2011,112,"Comedy,Drama,Romance",5.8,61842
14919,tt0491162,Spiral,0,2007,91,"Drama,Thriller",6.3,3752
14920,tt0491175,Bienvenue à Suburbicon,0,2017,105,"Comedy,Crime,Drama",5.7,43637
14921,tt0491203,Tulip Fever,0,2017,105,"Drama,History,Romance",6.2,20720
14922,tt0491211,"Toi, moi... et mon chien",0,2007,94,Comedy,4.4,1100
14923,tt0491244,Election 2,0,2006,93,"Crime,Drama,Thriller",7.3,6176
14924,tt0491720,L'enquête sacrée,0,2006,112,"Adventure,Drama,History",5.3,1308
14925,tt0491747,Loin d'elle,0,2006,110,Drama,7.5,22084
14926,tt0492044,Le dernier rite,0,2009,92,"Drama,Horror,Mystery",5.8,61698
14927,tt0492330,Poltergay,0,2006,93,"Comedy,Fantasy,Horror",5.4,1186
14928,tt0492473,Les petites fleurs rouges,0,2006,92,"Comedy,Drama",6.7,1482
14929,tt0492481,Puccini et moi,0,2006,82,"Comedy,Romance",6.0,2438
14930,tt0492486,Shrooms - Un Trip d'enfer,0,2007,84,"Comedy,Horror,Mystery",4.6,16706
14932,tt0492492,Juste une fois!,0,2006,87,"Comedy,Drama,Romance",5.9,3336
14933,tt0492619,The Foot Fist Way,0,2006,85,Comedy,6.2,12442
14934,tt0492835,Le roi et le clown,0,2005,119,"Drama,History",7.3,5484
14935,tt0492881,Le 5ème Commandement,0,2008,90,"Action,Comedy,Crime",4.5,1268
14936,tt0492931,La 11ème heure - Le dernier virage,0,2007,95,Documentary,7.2,5753
14937,tt0492956,Maxi papa,0,2007,110,"Comedy,Family,Sport",6.2,65055
14938,tt0493247,Origine,0,2006,94,"Adventure,Animation,Drama",6.4,4655
14939,tt0493264,La vallée des loups - Irak,0,2006,122,"Action,Drama,War",5.8,17439
14940,tt0493402,Boarding Gate,0,2007,106,"Drama,Thriller",5.1,3852
14941,tt0493405,CHIPS,0,2017,100,"Action,Comedy,Crime",6.0,46306
14942,tt0493430,Jackass Deux: Le film,0,2006,92,"Action,Comedy,Documentary",7.0,73609
14943,tt0493450,Sixty Six,0,2006,81,"Biography,Comedy,Drama",6.7,3069
14944,tt0493452,Slaughter Night,0,2006,90,"Action,Horror,Thriller",5.2,1729
14945,tt0493464,Wanted : Choisis ton destin,0,2008,110,"Action,Crime,Thriller",6.7,381397
14946,tt0493949,Ramona et Beezus,0,2010,104,"Comedy,Drama,Family",6.6,18617
14948,tt0494199,Five Girls,0,2006,95,"Horror,Thriller",4.5,3488
14949,tt0494222,À chacun sa chacune,0,2007,93,"Comedy,Romance",6.7,24407
14950,tt0494224,Le Terminus de l'horreur,0,2007,95,"Horror,Thriller",5.9,4754
14952,tt0494238,Coeur d'encre,0,2008,106,"Adventure,Family,Fantasy",6.1,76970
14953,tt0494271,L'inconnue,0,2006,118,"Drama,Mystery,Thriller",7.4,15060
14954,tt0494652,Le retour de Roscoe Jenkins,0,2008,104,"Comedy,Romance",5.5,14531
14955,tt0494834,Soie,0,2007,107,"Drama,Romance",5.8,11350
14956,tt0494864,Traqués,0,2009,101,"Crime,Drama,Thriller",5.5,7869
14957,tt0495040,L'art de pleurer en choeur,0,2006,107,"Comedy,Drama",7.4,2198
14958,tt0495596,Les contes de Terremer,0,2006,115,"Adventure,Animation,Fantasy",6.4,38879
14959,tt0495824,Le pensionnat,0,2006,110,"Drama,Horror,Mystery",6.8,2017
14960,tt0496350,The Marsh,0,2006,92,"Horror,Mystery",4.8,3201
14961,tt0496436,La voix des morts 2 - La lumière,0,2007,99,"Drama,Fantasy,Horror",5.7,13123
14963,tt0496634,La comtesse,0,2009,98,"Biography,Drama,History",6.2,8176
14964,tt0496806,Ocean's 13,0,2007,122,"Crime,Thriller",6.9,339439
14965,tt0497116,Une vérité qui dérange,0,2006,96,"Documentary,News",7.4,82824
14966,tt0497137,Je suis un cyborg,0,2006,107,"Comedy,Drama,Romance",7.0,24049
14967,tt0497323,Anamorph,0,2007,107,"Crime,Horror,Thriller",5.5,9350
14968,tt0497365,True North,0,2006,96,"Drama,Thriller",6.9,1006
14969,tt0497465,Vicky Cristina Barcelona,0,2008,96,"Comedy,Drama,Romance",7.1,252425
14970,tt0497972,Sex and Death 101,0,2007,117,"Comedy,Drama,Fantasy",5.9,11198
14971,tt0497986,Time,0,2006,97,"Drama,Mystery,Romance",7.1,12378
14972,tt0498097,Les climats,0,2006,98,"Drama,Romance",7.1,13189
14974,tt0498120,Coeurs,0,2006,120,"Drama,Romance",6.9,4006
14977,tt0498311,Re-cycle,0,2006,108,"Fantasy,Horror,Mystery",6.0,5017
14978,tt0498353,Hostel - chapitre II,0,2007,94,Horror,5.5,89367
14979,tt0498361,Jonathan Toomey: Le miracle de Noël,0,2007,91,Family,6.4,1083
14980,tt0498380,Lettres d'Iwo Jima,0,2006,141,"Action,Adventure,Drama",7.9,160741
14981,tt0498381,Le Cercle: Rings,0,2017,102,"Drama,Horror,Mystery",4.5,40163
14982,tt0498399,La nuit nous appartient,0,2007,117,"Action,Crime,Drama",6.8,88161
14983,tt0498465,La Vallée d'émeraude,0,2005,110,"Adventure,Animation,Drama",7.0,1195
14984,tt0498536,Le Requiem des détectives,0,2006,111,"Action,Adventure,Animation",7.1,1678
14985,tt0499097,Without Remorse,0,2021,109,"Action,Thriller,War",5.7,54756
14987,tt0499101,Le libre arbitre,0,2006,163,"Crime,Drama",7.4,3177
14988,tt0499238,Milarépa - La voie du bonheur,0,2006,90,"Action,Adventure,Biography",7.0,1026
14989,tt0499262,"Takva, l'homme qui craint Dieu",0,2006,96,Drama,7.5,12687
14991,tt0499448,Le Monde de Narnia : Chapitre 2 - Le Prince Caspian,0,2008,150,"Action,Adventure,Family",6.5,206539
14992,tt0499455,"Jour nuit, jour nuit",0,2006,94,"Crime,Drama,Thriller",6.2,2259
14993,tt0499537,Hors jeu,0,2006,93,"Comedy,Drama,Sport",7.3,7943
14994,tt0499549,Avatar,0,2009,162,"Action,Adventure,Fantasy",7.9,1186157
14995,tt0499556,Rogue - L'ultime affrontement,0,2007,103,"Action,Crime,Thriller",6.2,90096
14996,tt0499603,Une star dans ma vie,0,2006,82,"Comedy,Drama",6.6,15204
14997,tt0756648,Le Renard et l'Enfant,0,2007,92,"Drama,Family",6.9,4133
14998,tt0756683,The Man from Earth,0,2007,87,"Drama,Fantasy,Mystery",7.9,184247
14999,tt0756707,Fight Night,0,2008,104,"Action,Adventure,Crime",5.6,1675
15000,tt0757361,Margot va au mariage,0,2007,93,"Comedy,Drama",6.0,20319
15001,tt0758730,Aliens vs Predator: Requiem,0,2007,94,"Action,Adventure,Horror",4.6,122084
15002,tt0758742,Death Note 1,0,2006,126,"Crime,Drama,Fantasy",7.6,30140
15004,tt0758746,Vendredi 13,0,2009,97,"Horror,Mystery,Thriller",5.5,105491
15005,tt0758752,"Love, et autres drogues",0,2010,112,"Comedy,Drama,Romance",6.7,198540
15006,tt0758758,Into the Wild,0,2007,148,"Adventure,Biography,Drama",8.1,609506
15007,tt0758766,Le come back,0,2007,104,"Comedy,Music,Romance",6.5,102199
15008,tt0758771,Outlaw,0,2007,103,"Action,Crime,Drama",5.7,12527
15009,tt0758774,Mensonges d'état,0,2008,128,"Action,Drama,Thriller",7.0,225792
15010,tt0758786,Stuck,0,2007,85,"Comedy,Crime,Drama",6.5,9799
15012,tt0758794,We Are Marshall,0,2006,131,"Drama,Sport",7.1,60385
15013,tt0760187,Tripper,0,2006,97,"Comedy,Horror",5.0,6076
15014,tt0760329,Le Dragon des mers : La Dernière Légende,0,2007,112,"Adventure,Family,Fantasy",6.5,40308
15015,tt0762073,"Thirst, ceci est mon sang...",0,2009,134,"Drama,Fantasy,Horror",7.1,45890
15016,tt0762105,Je déteste la St-Valentin,0,2009,98,"Comedy,Romance",4.7,8495
15017,tt0762107,Quand Chuck rencontre Larry,0,2007,115,"Comedy,Romance",5.9,146151
15018,tt0762110,Irina Palm,0,2007,103,Drama,7.2,7486
15019,tt0762114,Permis de mariage,0,2007,91,"Comedy,Romance",5.2,39212
15020,tt0762121,La nativité,0,2005,101,"Adventure,Drama,Family",6.8,11578
15021,tt0762125,Planète 51,0,2009,91,"Adventure,Animation,Comedy",6.0,54490
15022,tt0762138,Syrup,0,2013,90,"Comedy,Drama,Romance",5.6,11659
15023,tt0762142,Les 3 p'tits cochons,0,2007,124,Comedy,6.9,1357
15024,tt0763831,Mille mots,0,2012,91,"Comedy,Drama",5.9,42301
15025,tt0763840,Les soldats du désert,0,2006,106,"Action,Drama,War",5.6,10888
15026,tt0765010,Brothers,0,2009,105,"Drama,Thriller,War",7.1,122665
15027,tt0765120,My Blueberry Nights,0,2007,95,"Drama,Romance",6.6,53945
15028,tt0765128,Océans,0,2009,104,Documentary,7.7,9614
15029,tt0765141,La question humaine,0,2007,143,"Drama,History,Music",6.1,1213
15030,tt0765429,American Gangster,0,2007,157,"Biography,Crime,Drama",7.8,417236
15031,tt0765430,American Zombie,0,2007,90,"Comedy,Drama,Horror",5.0,1191
15032,tt0765432,La bande à Baader,0,2008,150,"Action,Biography,Crime",7.3,37740
15033,tt0765442,La Poussière du Temps,0,2008,125,Drama,6.5,1897
15035,tt0765443,Les Promesses de l'ombre,0,2007,100,"Crime,Drama,Thriller",7.6,239094
15036,tt0765446,Les zévadés de l'espace,0,2012,89,"Adventure,Animation,Comedy",5.9,25586
15037,tt0765447,Le temps d'un été,0,2007,117,"Drama,Romance",6.4,13581
15038,tt0765469,El pasado,0,2007,114,"Drama,Romance",6.1,2205
15039,tt0765476,Appelez-moi Dave,0,2008,90,"Adventure,Comedy,Family",5.0,40648
15040,tt0765487,Le sorcier macabre,0,2007,94,"Horror,Mystery",4.8,2786
15041,tt0765849,Notre pain quotidien,0,2005,92,Documentary,7.6,2598
15042,tt0768120,Memories of Matsuko,0,2006,130,"Comedy,Drama,Musical",7.8,7457
15043,tt0768212,"Mimzy, le messager du futur",0,2007,90,"Action,Adventure,Drama",6.2,21476
15044,tt0768222,La nuit du templier,0,2013,101,"Horror,Mystery",5.7,6642
15046,tt0768239,La révélation,0,2009,103,Drama,6.9,1352
15047,tt0769507,Le soleil se lève aussi,0,2007,116,"Drama,Fantasy",7.2,2168
15048,tt0769508,Dans Paris,0,2006,92,"Drama,Romance",6.4,4077
15049,tt0770703,(S)ex List,0,2011,106,"Comedy,Romance",6.0,79210
15051,tt0770752,L'amour de l'or,0,2008,112,"Action,Adventure,Comedy",5.7,78602
15052,tt0770772,Je crois que j'aime ma femme,0,2007,94,"Comedy,Drama,Romance",5.5,16962
15053,tt0770802,Samsara,0,2011,102,"Documentary,Music",8.4,35370
15054,tt0770828,Man of Steel,0,2013,143,"Action,Adventure,Sci-Fi",7.1,749330
15055,tt0770829,La fille du lac,0,2007,95,"Drama,Mystery,Thriller",6.5,3560
15056,tt0772105,L'ami de la famille,0,2006,102,Drama,7.1,4026
15057,tt0772157,Broken English,0,2007,97,"Comedy,Drama,Romance",6.3,6745
15058,tt0772176,"Christmas story, la véritable histoire du Père Noël",0,2007,83,"Drama,Family,Fantasy",7.1,4147
15059,tt0772178,Kickin' It Old Skool,0,2007,109,Comedy,4.6,7125
15060,tt0772181,Le maître des sorciers,0,2008,120,"Drama,Fantasy,Thriller",6.1,6450
15061,tt0772193,Primeval - Danger en eaux troubles,0,2007,93,"Action,Adventure,Crime",4.8,13864
15062,tt0775417,Et puis les touristes,0,2007,85,Drama,6.9,1089
15063,tt0775440,L'appel des zombies,0,2016,98,"Action,Adventure,Horror",4.4,27669
15065,tt0775480,Hellphone,0,2007,98,"Comedy,Fantasy",5.1,1851
15066,tt0775488,Le pacte,0,2007,108,"Crime,Drama,Thriller",5.4,2623
15067,tt0775489,L'illusionniste,0,2010,90,"Animation,Drama,Fantasy",7.5,34984
15068,tt0775529,La famille Savage,0,2007,114,"Comedy,Drama",7.1,37137
15069,tt0775539,Steppin',0,2007,115,"Drama,Music,Romance",5.4,25521
15070,tt0775552,Les Zintrus,0,2009,86,"Adventure,Comedy,Family",5.4,21976
15071,tt0776804,Défis entre copines,0,2006,92,Drama,5.5,1023
15072,tt0778661,Daddy's Little Girls,0,2007,100,"Drama,Romance",5.8,7632
15073,tt0778784,Mon meilleur ami,0,2006,94,Comedy,6.6,6497
15074,tt0779982,Black Sheep,0,2006,87,"Comedy,Horror,Sci-Fi",5.8,40456
15075,tt0780180,Le péché selon Sébastien,0,2006,104,"Comedy,Drama",7.5,5541
15076,tt0780485,Sang Plomb,0,2007,82,"Comedy,Horror",5.3,2559
15077,tt0780503,Dororo,0,2007,139,"Action,Adventure,Fantasy",6.4,2855
15078,tt0780504,Drive,0,2011,100,"Action,Drama",7.8,613874
15079,tt0780511,Everybody's Fine,0,2009,100,"Adventure,Drama",7.1,61047
15080,tt0780516,Le casse du siècle,0,2007,108,"Crime,Drama,Thriller",6.7,24333
15081,tt0780521,La princesse et la grenouille,0,2009,97,"Adventure,Animation,Comedy",7.1,138561
15082,tt0780534,Mon espion préféré,0,2008,119,"Comedy,Crime,Romance",5.2,11758
15084,tt0780536,Bons baisers de Bruges,0,2008,107,"Comedy,Crime,Drama",7.9,412024
15085,tt0780567,Dans ses rêves !,0,2009,107,"Comedy,Drama,Family",5.6,14673
15086,tt0780568,Mon Führer - La vraie véritable histoire d'Adolphe Hitler,0,2007,89,"Comedy,Drama,War",5.5,4426
15087,tt0780571,Mr. Brooks,0,2007,120,"Crime,Drama,Thriller",7.3,149460
15088,tt0780583,Les zombies dans l'avion,0,2007,89,Horror,5.1,9230
15090,tt0780606,Traitement de choc,0,2006,91,"Crime,Drama,Mystery",6.6,1034
15091,tt0780607,The Signal,0,2007,103,"Horror,Sci-Fi,Thriller",6.0,21129
15092,tt0780608,Smiley Face,0,2007,85,Comedy,5.7,17414
15093,tt0780622,Teeth,0,2007,94,"Comedy,Fantasy,Horror",5.4,43434
15094,tt0780645,War of the Dead,0,2011,86,"Action,Adventure,Horror",4.1,2674
15095,tt0780653,Wolfman,0,2010,103,"Drama,Fantasy,Horror",5.8,105983
15096,tt0781084,Tokyo Girl Cop,0,2006,98,Action,5.0,1149
15097,tt0781435,Ne touchez pas la hache,0,2007,137,"Drama,Music,Romance",6.5,1402
15098,tt0782867,Ha-Sodot,0,2007,127,"Drama,Romance",7.0,2078
15100,tt0783233,Reviens-moi,0,2007,123,"Drama,Mystery,Romance",7.8,271026
15101,tt0783238,The Dead Girl,0,2006,85,"Crime,Drama,Mystery",6.6,15248
15102,tt0783515,L'Education de Charlie Banks,0,2007,100,Drama,6.5,5098
15103,tt0783530,Je te mangerais,0,2009,96,"Drama,Music",5.6,1243
15104,tt0783598,Jusqu'à la mort,0,2007,101,"Action,Crime,Drama",5.7,9855
15105,tt0783608,The Walker,0,2007,108,"Crime,Drama,Mystery",5.8,5573
15106,tt0783640,The Last Full Measure,0,2019,116,"Drama,War",6.8,11228
15108,tt0783767,Angel,0,2007,134,"Drama,Romance",5.8,5404
15109,tt0784962,7-10 Split,0,2007,94,"Comedy,Sport",4.3,1106
15110,tt0785006,Palace pour chiens,0,2009,100,"Comedy,Family",5.5,23177
15111,tt0785007,Le fantôme de mon ex-fiancée,0,2008,95,"Comedy,Fantasy,Romance",5.2,24443
15112,tt0785012,In Tranzit,0,2008,113,"Drama,Romance,War",5.7,2427
15113,tt0785025,Le roman d'une vie,0,2006,87,"Drama,Family,Western",6.8,1891
15114,tt0785035,"Ong-Bak 2, la naissance du dragon",0,2008,98,Action,6.2,30535
15115,tt0787442,L'attentat,0,2012,102,"Crime,Drama,Mystery",7.1,4275
15116,tt0787474,Les Boxtrolls,0,2014,96,"Adventure,Animation,Comedy",6.8,57115
15117,tt0787475,Hot Rod,0,2007,88,"Comedy,Sport",6.7,84440
15118,tt0787523,Tabou(s),0,2007,124,Drama,6.9,11684
15119,tt0787524,L'Homme qui défiait l'infini,0,2015,108,"Biography,Drama",7.2,56130
15120,tt0790590,Terreur au 13ème Etage,0,2007,95,Thriller,5.6,6445
15121,tt0790602,Absolute Race,0,2007,105,"Action,Drama,Thriller",5.3,1798
15122,tt0790604,Voisin contre voisin,0,2006,93,"Comedy,Family",5.0,27734
15123,tt0790623,Meet Bill,0,2007,93,"Comedy,Drama",6.2,20145
15124,tt0790628,L'incroyable Burt Wonderstone,0,2013,100,Comedy,5.9,73070
15125,tt0790636,Dallas Buyers Club,0,2013,117,"Biography,Drama",8.0,475006
15126,tt0790657,Coup de foudre à l'italienne,0,2007,105,"Comedy,Romance",5.7,1891
15128,tt0790663,Le plus vieil écolier du monde,0,2010,103,"Biography,Drama,Romance",7.4,4589
15129,tt0790665,La Grande Inondation,0,2007,110,"Action,Drama,Thriller",4.8,6744
15131,tt0790686,Mirrors,0,2008,110,"Horror,Mystery",6.1,106581
15132,tt0790724,Jack Reacher,0,2012,130,"Action,Mystery,Thriller",7.0,331938
15133,tt0790736,R.I.P.D. Brigade fantôme,0,2013,96,"Action,Adventure,Comedy",5.6,130018
15134,tt0790770,Miles Ahead,0,2015,100,"Biography,Drama,Music",6.4,9929
15135,tt0790804,The Comebacks,0,2007,107,"Comedy,Sport",4.3,11591
15136,tt0791188,"Naruto, le film : La Légende de la pierre de Guelel",0,2005,97,"Action,Adventure,Animation",6.5,4264
15137,tt0791303,Un été italien,0,2008,93,"Drama,Mystery,Romance",6.0,6524
15138,tt0791304,"Mère-fille, mode d'emploi",0,2007,113,"Comedy,Drama",5.9,24764
15139,tt0792948,Les anges exterminateurs,0,2006,100,"Drama,Fantasy",5.4,3249
15141,tt0792965,"Ensemble, c'est tout",0,2007,97,"Drama,Romance",6.7,12010
15142,tt0792966,La faute à Fidel!,0,2006,99,"Drama,History",7.5,5120
15143,tt0792986,Peur(s) du noir,0,2007,83,"Animation,Horror,Mystery",6.6,3100
15144,tt0792992,Tous à l'Ouest : Une aventure de Lucky Luke,0,2007,90,"Adventure,Animation,Comedy",6.2,1475
15145,tt0794338,Sakuran,0,2006,111,"Drama,History",6.8,1963
15146,tt0794350,Soredemo boku wa yattenai,0,2006,143,Drama,7.6,1732
15147,tt0794374,Une jeunesse chinoise,0,2006,158,"Drama,Romance",7.1,3454
15148,tt0795351,Le cas 39,0,2009,109,"Horror,Mystery,Thriller",6.2,84483
15149,tt0795368,Joyeuses funérailles,0,2007,90,Comedy,7.3,114738
15150,tt0795370,Le Deuxième Souffle,0,2007,155,"Crime,Drama,Mystery",5.7,1192
15151,tt0795421,Mamma Mia!,0,2008,108,"Comedy,Musical,Romance",6.5,236176
15152,tt0795438,Les liens sacrés,0,2009,99,"Drama,Romance",6.0,2954
15153,tt0795439,Givré!,0,2007,93,"Comedy,Drama,Romance",6.6,8397
15154,tt0795441,Winter in wartime,0,2008,103,"Drama,History,War",7.0,12799
15155,tt0795493,Le rêve de Cassandre,0,2007,108,"Crime,Drama,Romance",6.6,51895
15156,tt0795505,Undead or Alive: A Zombedy,0,2007,91,"Comedy,Horror,Western",5.1,2092
15157,tt0796212,Exilé,0,2006,110,"Action,Crime,Thriller",7.2,8955
15158,tt0796302,Les Babysitters,0,2007,88,Drama,5.6,11715
15160,tt0796307,La misma luna,0,2007,106,"Adventure,Drama",7.3,6958
15161,tt0796335,Molière,0,2007,120,"Biography,Comedy",7.1,6252
15162,tt0796366,Star Trek,0,2009,127,"Action,Adventure,Sci-Fi",8.0,596705
15163,tt0796375,You Kill Me,0,2007,93,"Comedy,Crime,Romance",6.4,18434
15164,tt0798817,13,0,2010,91,"Crime,Drama,Thriller",6.0,41849
15165,tt0799934,"Soyez sympas, rembobinez",0,2008,102,Comedy,6.4,90850
15166,tt0799991,Comment j'ai fêté la fin du monde,0,2006,106,Drama,7.1,3143
15167,tt0800027,Festin d'amour,0,2007,97,"Drama,Romance",6.6,16500
15168,tt0800039,"Sans Sarah, rien ne va!",0,2008,111,"Comedy,Drama,Romance",7.1,279248
15169,tt0800069,La colline a des yeux 2,0,2007,89,"Horror,Thriller",5.1,63626
15170,tt0800080,L'incroyable Hulk,0,2008,112,"Action,Adventure,Sci-Fi",6.7,473599
15171,tt0800240,Manipulation,0,2008,107,"Crime,Drama,Mystery",6.0,39057
15172,tt0800241,Transsibérien,0,2008,111,"Crime,Drama,Mystery",6.6,52698
15173,tt0800308,Appaloosa,0,2008,115,"Action,Crime,Drama",6.7,60851
15174,tt0800320,Le Choc des Titans,0,2010,106,"Action,Adventure,Fantasy",5.8,279545
15175,tt0800325,The Dirt,0,2019,107,"Biography,Comedy,Drama",7.0,47030
15176,tt0800367,Insane,0,2007,86,"Horror,Thriller",5.8,6867
15177,tt0800369,Thor,0,2011,115,"Action,Adventure,Fantasy",7.0,812285
15178,tt0802948,American Crime,0,2007,98,"Biography,Crime,Drama",7.3,34390
15179,tt0803029,Une famille brésilienne,0,2008,113,"Drama,Sport",7.1,2816
15180,tt0803096,Warcraft: Le Commencement,0,2016,123,"Action,Adventure,Fantasy",6.8,258537
15181,tt0803100,Le Club des crocodiles,0,2009,98,"Adventure,Family",6.2,1293
15182,tt0804461,Death Sentence,0,2007,105,"Action,Crime,Thriller",6.7,71449
15183,tt0804463,Les 3 crimes de West Memphis,0,2013,114,"Biography,Crime,Drama",6.1,21646
15184,tt0804497,Une drôle d'histoire,0,2010,101,"Comedy,Drama,Romance",7.1,141941
15185,tt0804505,Married Life,0,2007,91,"Biography,Crime,Drama",6.2,9360
15186,tt0804507,Mother of Tears - La troisième mère,0,2007,102,"Drama,Horror,Thriller",5.0,10107
15187,tt0804516,2ème sous-sol,0,2007,98,"Crime,Horror,Thriller",5.9,33814
15188,tt0804522,Détention secrète,0,2007,122,"Drama,Thriller",6.8,55672
15189,tt0804529,Sleep Dealer,0,2008,90,"Drama,Romance,Sci-Fi",6.0,6481
15190,tt0804540,T4xi,0,2007,91,"Action,Comedy,Crime",5.5,28121
15192,tt0804552,WAZ,0,2007,104,"Crime,Drama,Horror",5.7,8811
15193,tt0805564,Une fiancée pas comme les autres,0,2007,106,"Comedy,Drama,Romance",7.3,143681
15194,tt0805570,Midnight Meat Train,0,2008,98,"Horror,Mystery,Thriller",6.0,64119
15195,tt0805576,Jar City,0,2006,93,"Crime,Drama,Mystery",6.8,5422
15196,tt0805605,Les Chevaliers du Zodiaque: Tenkai-hen Joso - Overture,0,2004,84,"Animation,Fantasy",7.0,1299
15197,tt0805613,Le marché de l'amour,0,2006,91,"Comedy,Drama,Romance",7.2,1323
15198,tt0805647,Sacrées sorcières,0,2020,106,"Adventure,Comedy,Family",5.3,37688
15199,tt0806027,Blood: The Last Vampire,0,2009,91,"Action,Adventure,Fantasy",5.3,14852
15200,tt0806029,The Farewell Affair,0,2009,113,"Drama,Romance,Thriller",7.0,6679
15202,tt0806203,Infectés,0,2009,85,"Action,Adventure,Drama",6.0,46114
15203,tt0806686,Yella,0,2007,89,"Drama,Horror,Romance",6.7,3796
15204,tt0806940,Charm School,0,2007,100,Comedy,5.3,2145
15205,tt0807054,It's a Free World...,0,2007,96,Drama,7.0,6031
15206,tt0808151,Anges & Démons,0,2009,138,"Action,Mystery,Thriller",6.7,288091
15208,tt0808185,Norway of Life,0,2006,95,"Comedy,Drama,Fantasy",7.3,17138
15209,tt0808230,Les deux mondes,0,2007,105,"Comedy,Fantasy",5.6,1340
15210,tt0808244,Un mariage de rêve,0,2008,97,"Comedy,Romance",6.6,21261
15211,tt0808276,Cold Prey,0,2006,97,"Horror,Thriller",6.3,18187
15212,tt0808279,Funny Games U.S.,0,2007,111,"Crime,Drama,Thriller",6.5,95717
15213,tt0808315,Trois jours à vivre,0,2006,97,"Horror,Thriller",5.5,2523
15214,tt0808331,Joshua,0,2007,106,"Drama,Horror,Thriller",5.8,12697
15215,tt0808339,Largo Winch,0,2008,108,"Action,Thriller",6.4,14064
15216,tt0808357,"Lust, Caution",0,2007,157,"Drama,History,Romance",7.5,40904
15217,tt0808399,"New York, je t'aime",0,2008,103,"Comedy,Drama,Romance",6.2,46182
15218,tt0808417,Persepolis,0,2007,96,"Animation,Biography,Drama",8.0,93413
15219,tt0808506,La traversée du temps,0,2006,98,"Adventure,Animation,Comedy",7.7,64853
15220,tt0808510,Fée malgré lui,0,2010,101,"Comedy,Family,Fantasy",5.0,45720
15221,tt0809407,12h08 à l'est de Bucarest,0,2006,89,"Comedy,Drama",7.3,7570
15222,tt0809504,Un mari de trop,0,2008,90,"Comedy,Romance",5.5,24232
15223,tt0809951,Après l'hiver,0,2007,104,"Comedy,Drama",7.2,4805
15225,tt0810772,Belle du Seigneur,0,2012,104,"Drama,Romance",5.1,1343
15226,tt0810784,Bright Star,0,2009,119,"Biography,Drama,Romance",6.9,27202
15227,tt0810809,Congorama,0,2006,105,"Comedy,Drama",7.1,1197
15228,tt0810819,Danish Girl,0,2015,119,"Biography,Drama,Romance",7.1,179897
15229,tt0810823,Les faucheurs,0,2007,87,"Horror,Thriller",5.5,13331
15230,tt0810827,Death Note 2,0,2006,141,"Adventure,Crime,Drama",7.2,16533
15231,tt0810922,Une soirée d'enfer,0,2011,114,"Comedy,Drama,Romance",6.3,53170
15232,tt0810988,The Nines,0,2007,100,"Drama,Fantasy,Mystery",6.2,33701
15233,tt0811080,Speed Racer,0,2008,135,"Action,Adventure,Comedy",6.0,72867
15234,tt0811106,The Ten,0,2007,96,"Comedy,Romance",4.9,16647
15235,tt0811128,La dernière mise,0,2007,92,Drama,5.8,1826
15236,tt0812377,La solitude,0,2007,135,Drama,6.7,1418
15237,tt0813547,Les faussaires,0,2007,99,"Crime,Drama,History",7.5,45351
15238,tt0813549,Hak kuen,0,2006,110,"Action,Crime,Drama",6.5,1742
15239,tt0814022,Bangkok Dangerous,0,2008,99,"Action,Crime,Thriller",5.3,56477
15240,tt0814075,Délivrez-nous du mal,0,2006,101,"Crime,Documentary",7.9,10352
15241,tt0814255,Percy Jackson: Le voleur de foudre,0,2010,118,"Adventure,Family,Fantasy",5.9,185968
15242,tt0814314,Sept vies,0,2008,123,Drama,7.6,298944
15243,tt0814335,Le Beau-père,0,2009,101,"Crime,Thriller",5.5,34166
